tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,stages_of_dog,jpg_url,image_number,prediction1_names,prediction1_confidence,prediction1_boolean,prediction2_names,prediction2_confidence,prediction2_boolean,prediction3_names,prediction3_confidence,prediction3_boolean,favorite_count,retweet_count
8.900066081131725e+17,,,2017-07-26 00:31:25+00:00,http://twitter.com/download/iphone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,,,,https://twitter.com/dog_rates/status/890006608113172480/photo/1,13.0,10.0,Koda,,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True,31166.0,7624.0
8.898808964798669e+17,,,2017-07-25 16:11:53+00:00,http://twitter.com/download/iphone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,,,,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13.0,10.0,Bruno,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,French Bulldog,0.377417,True,Labrador_retriever,0.151317,True,muzzle,0.0829811,False,,
8.896653883336827e+17,,,2017-07-25 01:55:32+00:00,http://twitter.com/download/iphone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,,,,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13.0,10.0,,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True,,
8.896388375799071e+17,,,2017-07-25 00:10:02+00:00,http://twitter.com/download/iphone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,,,,https://twitter.com/dog_rates/status/889638837579907072/photo/1,12.0,10.0,Ted,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,French Bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True,27672.0,4735.0
8.895311353442099e+17,,,2017-07-24 17:02:04+00:00,http://twitter.com/download/iphone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,,,,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13.0,10.0,Stuart,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,Golden Retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True,,
8.892788419816858e+17,,,2017-07-24 00:19:32+00:00,http://twitter.com/download/iphone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,,,,https://twitter.com/dog_rates/status/889278841981685760/photo/1,13.0,10.0,Oliver,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,Whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,25652.0,5637.0
8.889172381238313e+17,,,2017-07-23 00:22:39+00:00,http://twitter.com/download/iphone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,,,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,10.0,Jim,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,Golden Retriever,0.714719,True,Tibetan_mastiff,0.1201839999999999,True,Labrador_retriever,0.1055059999999999,True,29611.0,4709.0
8.888049891996713e+17,,,2017-07-22 16:56:37+00:00,http://twitter.com/download/iphone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,,,,https://twitter.com/dog_rates/status/888804989199671297/photo/1,13.0,10.0,Zeke,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,Golden Retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,,
8.885549627242783e+17,,,2017-07-22 00:23:06+00:00,http://twitter.com/download/iphone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,,,,https://twitter.com/dog_rates/status/888554962724278272/photo/1,13.0,10.0,Ralphus,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,Siberian Husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,20290.0,3732.0
8.880784344585871e+17,,,2017-07-20 16:49:33+00:00,http://twitter.com/download/iphone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,,,,https://twitter.com/dog_rates/status/888078434458587136/photo/1,12.0,10.0,Gerald,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,French Bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,22201.0,3653.0
8.877052893818266e+17,,,2017-07-19 16:06:48+00:00,http://twitter.com/download/iphone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,,,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,10.0,Jeffrey,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,Basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.0262364,True,30779.0,5609.0
8.875171391580938e+17,,,2017-07-19 03:39:09+00:00,http://twitter.com/download/iphone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,,,,https://twitter.com/dog_rates/status/887517139158093824/photo/1,14.0,10.0,,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,Limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False,46959.0,12082.0
8.874739571039519e+17,,,2017-07-19 00:47:34+00:00,http://twitter.com/download/iphone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,,,,https://twitter.com/dog_rates/status/887473957103951883/photo/1,13.0,10.0,Canela,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,,
8.873432170453688e+17,,,2017-07-18 16:08:03+00:00,http://twitter.com/download/iphone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,,,,https://twitter.com/dog_rates/status/887343217045368832/photo/1,13.0,10.0,,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,Mexican Hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True,34222.0,10737.0
8.871013928040858e+17,,,2017-07-18 00:07:08+00:00,http://twitter.com/download/iphone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,,,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,10.0,,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.0297047,True,31061.0,6167.0
8.869832335225446e+17,,,2017-07-17 16:17:36+00:00,http://twitter.com/download/iphone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,,,,https://twitter.com/dog_rates/status/886983233522544640/photo/1,13.0,10.0,Maya,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,35859.0,8084.0
8.867368805193196e+17,,,2017-07-16 23:58:41+00:00,http://twitter.com/download/iphone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",,,,https://twitter.com/dog_rates/status/886736880519319552/photo/1,13.0,10.0,Mingus,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,Kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.0863463,True,12306.0,3443.0
8.866803364779336e+17,,,2017-07-16 20:14:00+00:00,http://twitter.com/download/iphone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,,,,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13.0,10.0,Derek,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,Convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441726999999999,False,22798.0,4610.0
8.863661447344456e+17,,,2017-07-15 23:25:31+00:00,http://twitter.com/download/iphone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,,,,https://twitter.com/dog_rates/status/886366144734445568/photo/1,12.0,10.0,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,French Bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,21524.0,3316.0
8.862670092850176e+17,8.862663570751283e+17,2281181600.0,2017-07-15 16:51:35+00:00,http://twitter.com/download/iphone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,,,,https://twitter.com/dog_rates/status/886267009285017600/photo/1,12.0,10.0,,,,,,,,,,,,,,117.0,4.0
8.862583841518879e+17,,,2017-07-15 16:17:19+00:00,http://twitter.com/download/iphone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,,,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,10.0,Waffles,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,Pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,,
8.859848000199475e+17,,,2017-07-14 22:10:11+00:00,http://twitter.com/download/iphone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,,,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,10.0,Jimbo,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,Blenheim Spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,33382.0,7097.0
8.855289432054702e+17,,,2017-07-13 15:58:47+00:00,http://twitter.com/download/iphone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,,,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,10.0,Maisey,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,Pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,36689.0,6683.0
8.855189715287204e+17,,,2017-07-13 15:19:09+00:00,http://twitter.com/download/iphone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,,,,https://twitter.com/dog_rates/status/885518971528720385/photo/1,14.0,10.0,,,,,,,,,,,,,,,
8.851676198836388e+17,,,2017-07-12 16:03:00+00:00,http://twitter.com/download/iphone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,,,,https://twitter.com/dog_rates/status/885167619883638784/photo/1,13.0,10.0,,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,Malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True,22367.0,4556.0
8.849255217417093e+17,,,2017-07-12 00:01:00+00:00,http://twitter.com/download/iphone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",,,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,10.0,Earl,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,Italian Greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,,
8.848767533904896e+17,,,2017-07-11 20:47:12+00:00,http://twitter.com/download/iphone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,,,,https://twitter.com/dog_rates/status/884876753390489601/photo/1,13.0,10.0,Lola,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,Chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,,
8.845628921456886e+17,,,2017-07-11 00:00:02+00:00,http://twitter.com/download/iphone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,,,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13.0,10.0,Kevin,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,Pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,24765.0,5100.0
8.844418053827174e+17,,,2017-07-10 15:58:53+00:00,http://twitter.com/download/iphone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",,,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14.0,10.0,,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,27478.0,5856.0
8.842478788514939e+17,,,2017-07-10 03:08:17+00:00,http://twitter.com/download/iphone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,,,,https://twitter.com/dog_rates/status/884247878851493888/photo/1,13.0,10.0,,,,,,,,,,,,,,74423.0,21298.0
8.841626705843773e+17,,,2017-07-09 21:29:42+00:00,http://twitter.com/download/iphone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,,,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12.0,10.0,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,German Shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,,
8.838381229366313e+17,,,2017-07-09 00:00:04+00:00,http://twitter.com/download/iphone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,,,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12.0,10.0,Noah,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,,
8.834828469330043e+17,,,2017-07-08 00:28:19+00:00,http://twitter.com/download/iphone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",,,,https://twitter.com/dog_rates/status/883482846933004288/photo/1,13.5,10.0,Bella,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,Golden Retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,46860.0,10407.0
8.833606908992184e+17,,,2017-07-07 16:22:55+00:00,http://twitter.com/download/iphone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,,,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13.0,10.0,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,Chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,,
8.831178360460861e+17,,,2017-07-07 00:17:54+00:00,http://twitter.com/download/iphone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",,,,https://twitter.com/dog_rates/status/883117836046086144/photo/1,13.0,10.0,,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,Golden Retriever,0.949562,True,Labrador_retriever,0.0459479,True,kuvasz,0.00247094,True,37914.0,6949.0
8.829920803642204e+17,,,2017-07-06 15:58:11+00:00,http://twitter.com/download/iphone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,,,,https://twitter.com/dog_rates/status/882992080364220416/photo/1,13.0,10.0,Rusty,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,Eskimo Dog,0.4667779999999999,True,Siberian_husky,0.406044,True,dingo,0.0734143999999999,False,24445.0,4122.0
8.827626945117348e+17,,,2017-07-06 00:46:41+00:00,http://twitter.com/download/iphone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,,,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12.0,10.0,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,Labrador Retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.0155793999999999,True,28903.0,5134.0
8.826272703216026e+17,,,2017-07-05 15:48:34+00:00,http://twitter.com/download/iphone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,,,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13.0,10.0,Stanley,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,28382.0,6342.0
8.822681101993697e+17,,,2017-07-04 16:01:23+00:00,http://twitter.com/download/iphone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,,,,https://twitter.com/dog_rates/status/882268110199369728/photo/1,13.0,10.0,Alfy,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,Golden Retriever,0.762211,True,Labrador_retriever,0.0989848999999999,True,cocker_spaniel,0.0171995,True,45880.0,12118.0
8.820458700359188e+17,,,2017-07-04 01:18:17+00:00,http://twitter.com/download/iphone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",,,,https://twitter.com/dog_rates/status/882045870035918850/photo/1,13.0,10.0,Koko,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,Web Site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,,
8.81906580714922e+17,,,2017-07-03 16:04:48+00:00,http://twitter.com/download/iphone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,,,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12.0,10.0,Rey,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.127017,False,,
8.816665953445356e+17,,,2017-07-03 00:11:11+00:00,http://twitter.com/download/iphone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,,,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13.0,10.0,Gary,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,Saluki,0.529012,True,Afghan_hound,0.250003,True,golden_retriever,0.160739,True,51522.0,11099.0
8.81633300179243e+17,8.816070373140521e+17,47384430.0,2017-07-02 21:58:53+00:00,http://twitter.com/download/iphone,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,,,,https://twitter.com/dog_rates/status/881633300179243008/photo/1,17.0,10.0,,,,,,,,,,,,,,129.0,7.0
8.815360043808727e+17,,,2017-07-02 15:32:16+00:00,http://twitter.com/download/iphone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",,,,https://twitter.com/dog_rates/status/881536004380872706/photo/1,14.0,10.0,,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,,
8.812684441964626e+17,,,2017-07-01 21:49:04+00:00,http://twitter.com/download/iphone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,,,,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12.0,10.0,Elliot,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,Tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False,23501.0,5358.0
8.809357628999885e+17,,,2017-06-30 23:47:07+00:00,http://twitter.com/download/iphone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,,,,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13.0,10.0,Louis,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,Street Sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,,
8.808724488157716e+17,,,2017-06-30 19:35:32+00:00,http://twitter.com/download/iphone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,,,,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12.0,10.0,,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,21734.0,3989.0
